index,repo_url,slug,found_in_db,run_count,overall_result,any_success,best_status,total_iterations,total_steps,total_prompt_tokens,total_completion_tokens,detected_language,has_dockerfile,smoke_test_passed,total_duration_ms,char_domain,char_build_type,char_automation_level,char_environment_specificity,char_dependency_transparency,char_tooling_complexity,char_reproducibility_support,star_count
32,https://github.com/Tencent/wujie,Tencent/wujie,True,2,SUCCESS,True,success,5,62,619461,90090,typescript,True,True,2926107,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,4861
33,https://github.com/amruthpillai/reactive-resume,amruthpillai/reactive-resume,True,2,SUCCESS,True,success,4,22,443054,32006,TypeScript/JavaScript,True,True,1902942,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,35136
34,https://github.com/n8n-io/n8n,n8n-io/n8n,True,2,FAIL,False,failure,6,103,1825420,226783,multilanguage,False,,4279561,web-development,npm,fully_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,174088
35,https://github.com/jgthms/bulma,jgthms/bulma,True,2,SUCCESS,True,success,4,38,688124,75152,ruby,True,True,1481522,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,50068
36,https://github.com/inbucket/inbucket,inbucket/inbucket,True,2,SUCCESS,True,success,4,37,539912,80589,Go + Node.js (multi-language project),True,True,1407319,web-development,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready,1982
37,https://github.com/vuematerial/vue-material,vuematerial/vue-material,True,3,SUCCESS,True,success,4,31,589528,52101,JavaScript,True,True,1435671,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,9864
38,https://github.com/iamkun/dayjs,iamkun/dayjs,True,3,SUCCESS,True,success,6,90,1537519,167371,JavaScript,True,True,6058110,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,48546
39,https://github.com/jakevdp/PythonDataScienceHandbook,jakevdp/PythonDataScienceHandbook,True,2,SUCCESS,True,success,5,52,566364,82966,Python,True,True,1951036,education,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only,46743
40,https://github.com/brucefan1983/CUDA-Programming,brucefan1983/CUDA-Programming,True,3,SUCCESS,True,success,4,18,150240,29652,cpp,True,True,896086,education,none,reverse_engineering,custom_hardware_or_drivers,implicit,single_layer_tool,no_ci_manual_only,1997
41,https://github.com/TheAlgorithms/C-Plus-Plus,TheAlgorithms/C-Plus-Plus,True,2,SUCCESS,True,success,4,28,285391,46967,C++,True,True,1209313,education,cmake,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready,33830
42,https://github.com/iluwatar/java-design-patterns,iluwatar/java-design-patterns,True,2,SUCCESS,True,success,4,34,885119,58556,Java,True,True,1321657,education,maven,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,93711
43,https://github.com/krahets/hello-algo,krahets/hello-algo,True,2,SUCCESS,True,success,1,11,136276,18906,Python,True,True,721701,education,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only,122253
44,https://github.com/microsoft/vscode-extension-samples,microsoft/vscode-extension-samples,True,2,SUCCESS,True,success,4,33,370223,39609,TypeScript,True,True,1149063,education,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only,9948
45,https://github.com/demopark/electron-api-demos-Zh_CN,demopark/electron-api-demos-Zh_CN,True,2,FAIL,False,failure,3,68,697550,156096,JavaScript,False,,3490454,education,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,1981
46,https://github.com/halfrost/LeetCode-Go,halfrost/LeetCode-Go,True,2,SUCCESS,True,success,1,10,135836,12101,Go,True,True,331535,education,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,33794
47,https://github.com/ssloy/tinyraycaster,ssloy/tinyraycaster,True,2,SUCCESS,True,success,1,5,41139,10589,C++,True,True,263348,education,cmake,semi_automated,specific_os,implicit,single_layer_tool,no_ci_manual_only,1996
48,https://github.com/addyosmani/essential-js-design-patterns,addyosmani/essential-js-design-patterns,True,2,SUCCESS,True,success,5,100,2118169,185007,JavaScript,True,True,5562648,education,grunt,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready,4908
49,https://github.com/ManimCommunity/manim,ManimCommunity/manim,True,2,FAIL,False,failure,4,77,1576881,122456,python,False,,12678571,education,poetry,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,36731
50,https://github.com/browser-use/browser-use,browser-use/browser-use,True,1,FAIL,False,failure,3,75,2138181,168585,Python,False,,4210950,utilities,npm,semi_automated,cross_platform_generic,explicit_loose,multi_layer_toolchains,repro_ready,78185
51,https://github.com/DiUS/java-faker,DiUS/java-faker,True,1,SUCCESS,True,success,2,35,578907,67028,Java,True,True,1157805,utilities,maven,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,4928
52,https://github.com/backup/backup,backup/backup,True,1,SUCCESS,True,success,1,9,75276,19727,ruby,True,True,597825,utilities,bundler,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,repro_ready,4877
53,https://github.com/pyenv/pyenv,pyenv/pyenv,True,1,SUCCESS,True,success,1,12,196104,24697,python,True,True,493920,utilities,none,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only,44247
54,https://github.com/phpDocumentor/ReflectionDocBlock,phpDocumentor/ReflectionDocBlock,True,1,SUCCESS,True,success,1,13,101468,29042,PHP,True,True,498159,utilities,composer,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,9398
55,https://github.com/rclone/rclone,rclone/rclone,True,1,SUCCESS,True,success,1,3,76378,8455,Go,True,True,159019,utilities,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,55506
56,https://github.com/mtdowling/cron-expression,mtdowling/cron-expression,True,1,SUCCESS,True,success,2,49,556291,96332,PHP,True,True,3192380,utilities,composer,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready,4872
57,https://github.com/ImageOptim/ImageOptim,ImageOptim/ImageOptim,True,1,SUCCESS,True,success,2,25,235593,60842,C/C++,True,True,1454503,utilities,make,semi_automated,specific_os,implicit,multi_layer_toolchains,no_ci_manual_only,9728
58,https://github.com/liuchengxu/vim-which-key,liuchengxu/vim-which-key,True,1,SUCCESS,True,success,1,14,275551,11166,vim,True,True,289196,utilities,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only,1984
59,https://github.com/lstrojny/functional-php,lstrojny/functional-php,True,1,SUCCESS,True,success,1,13,108286,27993,PHP,True,True,480546,utilities,composer,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,1985
60,https://github.com/MrS0m30n3/youtube-dl-gui,MrS0m30n3/youtube-dl-gui,True,1,FAIL,False,failure,3,51,511974,110020,Python,False,,2148153,utilities,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only,9447
61,https://github.com/an-anime-team/an-anime-game-launcher,an-anime-team/an-anime-game-launcher,True,1,SUCCESS,True,success,2,32,637706,61730,rust,True,True,2595068,utilities,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,1996
62,https://github.com/junegunn/vim-plug,junegunn/vim-plug,True,1,FAIL,False,failure,3,64,1015474,112757,vim-script,False,,2760093,utilities,none,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready,35546
63,https://github.com/alibaba/compileflow,alibaba/compileflow,True,1,SUCCESS,True,success,1,7,85731,15538,Java,True,True,676032,utilities,maven,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,1975
64,https://github.com/atom/atom,atom/atom,True,1,FAIL,False,failure,3,63,1386753,129486,JavaScript,False,,7838279,utilities,npm,semi_automated,cross_platform_generic,explicit_loose,multi_layer_toolchains,repro_ready,61009
65,https://github.com/ventoy/Ventoy,ventoy/Ventoy,True,1,SUCCESS,True,success,3,36,629361,78067,bash,True,True,2944644,utilities,make,semi_automated,cross_platform_generic,implicit,multi_layer_toolchains,repro_ready,74422
66,https://github.com/phpbench/phpbench,phpbench/phpbench,True,1,SUCCESS,True,success,1,9,106292,19199,PHP,True,True,371687,utilities,composer,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,1980
67,https://github.com/zxing/zxing,zxing/zxing,True,1,SUCCESS,True,success,1,5,69848,13017,Java,True,True,410369,utilities,maven,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only,33850
68,https://github.com/adamwdraper/Numeral-js,adamwdraper/Numeral-js,True,1,FAIL,False,failure,3,62,809783,110660,javascript,False,,4194722,utilities,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready,9731
69,https://github.com/aksakalli/gtop,aksakalli/gtop,True,1,SUCCESS,True,success,1,11,50330,19143,javascript,True,True,572985,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,9900
70,https://github.com/ReactiveX/RxJava,ReactiveX/RxJava,True,3,SUCCESS,True,success,4,56,980502,97735,Java,True,True,5798328,utilities,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,48527
71,https://github.com/Humanizr/Humanizer,Humanizr/Humanizer,True,1,SUCCESS,True,success,1,24,477105,43309,C#,True,True,1617521,utilities,dotnet,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready,9394
72,https://github.com/sinonjs/sinon,sinonjs/sinon,True,1,FAIL,False,failure,3,68,1388935,96100,JavaScript,False,,3802506,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,9765
73,https://github.com/tickstep/aliyunpan,tickstep/aliyunpan,True,1,SUCCESS,True,success,1,5,96251,8130,Go,True,True,223406,utilities,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only,4938
74,https://github.com/zaach/jsonlint,zaach/jsonlint,True,1,SUCCESS,True,success,1,17,228229,46722,JavaScript,True,True,614300,utilities,npm,semi_automated,cross_platform_generic,explicit_loose,multi_layer_toolchains,no_ci_manual_only,1983
75,https://github.com/microsoft/vscode-copilot-chat,microsoft/vscode-copilot-chat,True,1,SUCCESS,True,success,1,14,215608,16535,typescript,True,True,727055,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,9445
76,https://github.com/zen-browser/desktop,zen-browser/desktop,True,1,SUCCESS,True,success,2,49,1122649,101634,javascript,True,True,4582895,utilities,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready,40051
77,https://github.com/major/MySQLTuner-perl,major/MySQLTuner-perl,True,1,SUCCESS,True,success,1,7,104432,24911,Perl,True,True,471530,utilities,none,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only,9432
78,https://github.com/rubickCenter/rubick,rubickCenter/rubick,True,2,FAIL,False,failure,3,72,1005836,161296,typescript,False,,6135392,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,9499
79,https://github.com/python-poetry/poetry,python-poetry/poetry,True,1,SUCCESS,True,success,1,8,129136,14527,Python,True,True,424584,utilities,poetry,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,34199
80,https://github.com/reactopt/reactopt,reactopt/reactopt,True,1,SUCCESS,True,success,2,22,175181,47879,JavaScript,True,True,2127621,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only,1979
81,https://github.com/py-pdf/pypdf,py-pdf/pypdf,True,1,FAIL,False,failure,3,67,1018768,112399,Python,False,,3266128,utilities,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready,9804
82,https://github.com/frenck/home-assistant-config,frenck/home-assistant-config,True,1,SUCCESS,True,success,2,31,205124,43803,Python,True,True,3239484,utilities,none,manual,cross_platform_generic,implicit,single_layer_tool,repro_ready,1975
83,https://github.com/mike-marcacci/node-redlock,mike-marcacci/node-redlock,True,2,SUCCESS,True,success,1,24,215870,35363,JavaScript,True,True,1538133,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,1978
84,https://github.com/PaulRBerg/hardhat-template,PaulRBerg/hardhat-template,True,1,SUCCESS,True,success,1,25,226803,35963,TypeScript,True,True,2298291,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,1981
85,https://github.com/FiloSottile/mkcert,FiloSottile/mkcert,True,1,SUCCESS,True,success,1,2,29983,8327,Go,True,True,121860,utilities,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,58017
86,https://github.com/h2oai/h2o-llmstudio,h2oai/h2o-llmstudio,True,1,SUCCESS,True,success,1,23,570213,46408,python,True,True,1965146,machine-learning,pip,semi_automated,cross_platform_generic,explicit_loose,multi_layer_toolchains,repro_ready,4881
87,https://github.com/tensorflow/privacy,tensorflow/privacy,True,1,FAIL,False,failure,3,62,757121,89653,Python,False,,5240712,machine-learning,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready,1998
88,https://github.com/mem0ai/mem0,mem0ai/mem0,True,1,FAIL,False,failure,3,75,1186801,124666,python,False,,4147791,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,mixed_languages_and_bindings,repro_ready,47147
89,https://github.com/OpenGVLab/DragGAN,OpenGVLab/DragGAN,True,1,SUCCESS,True,success,1,9,54396,16424,Python,True,True,2011472,machine-learning,setuptools,semi_automated,custom_hardware_or_drivers,explicit_loose,single_layer_tool,repro_ready,4969
90,https://github.com/clementchadebec/benchmark_VAE,clementchadebec/benchmark_VAE,True,2,FAIL,False,failure,3,57,688815,61302,Python,False,,12102498,machine-learning,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready,1982
91,https://github.com/LAION-AI/Open-Assistant,LAION-AI/Open-Assistant,True,1,SUCCESS,True,success,2,23,443767,40823,Python,True,True,1417539,machine-learning,poetry,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready,37457
92,https://github.com/xai-org/grok-1,xai-org/grok-1,True,1,FAIL,False,running,0,0,0,0,,False,,0,machine-learning,pip,semi_automated,custom_hardware_or_drivers,explicit_loose,single_layer_tool,no_ci_manual_only,51484
93,https://github.com/BlinkDL/ChatRWKV,BlinkDL/ChatRWKV,True,1,FAIL,False,failure,3,52,1013681,79756,Python,False,,2835015,machine-learning,pip,semi_automated,custom_hardware_or_drivers,explicit_machine_readable,single_layer_tool,no_ci_manual_only,9517
94,https://github.com/microsoft/computervision-recipes,microsoft/computervision-recipes,True,1,SUCCESS,True,success,2,28,423312,42445,Python,True,True,1586168,machine-learning,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only,9824
95,https://github.com/huggingface/pytorch-image-models,huggingface/pytorch-image-models,True,1,FAIL,False,failure,3,55,613961,77844,Python,False,,12392641,machine-learning,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready,36353
96,https://github.com/facebookresearch/Detic,facebookresearch/Detic,True,1,FAIL,False,failure,3,66,959128,139046,Python,False,,6750244,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only,1997
97,https://github.com/apple/ml-fastvit,apple/ml-fastvit,True,1,FAIL,False,failure,3,71,1094873,94516,Python,False,,4262975,machine-learning,pip,semi_automated,specific_stack_versions,explicit_machine_readable,single_layer_tool,no_ci_manual_only,1987
98,https://github.com/cjhutto/vaderSentiment,cjhutto/vaderSentiment,True,1,FAIL,False,failure,3,47,510765,73990,Python,False,,2142839,machine-learning,setuptools,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only,4938
99,https://github.com/jingyaogong/minimind,jingyaogong/minimind,True,1,SUCCESS,True,success,1,3,44670,6348,Python,True,True,681788,machine-learning,pip,semi_automated,custom_hardware_or_drivers,explicit_machine_readable,single_layer_tool,no_ci_manual_only,39341
100,https://github.com/coleam00/mcp-crawl4ai-rag,coleam00/mcp-crawl4ai-rag,True,1,SUCCESS,True,success,3,30,393179,42823,Python,True,True,8673538,machine-learning,poetry,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only,1988
101,https://github.com/CMU-Perceptual-Computing-Lab/openpose,CMU-Perceptual-Computing-Lab/openpose,True,1,SUCCESS,True,success,1,13,265909,27845,C++,True,True,930397,machine-learning,cmake,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,33771
102,https://github.com/hacksider/Deep-Live-Cam,hacksider/Deep-Live-Cam,True,1,SUCCESS,True,success,1,5,51627,10505,python,True,True,881343,machine-learning,pip,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only,79413
103,https://github.com/facebookresearch/faiss,facebookresearch/faiss,True,2,FAIL,False,running,3,65,1485160,95613,C++,False,,8178152,machine-learning,cmake,semi_automated,cross_platform_generic,implicit,multi_layer_toolchains,repro_ready,39067
104,https://github.com/deepseek-ai/DeepSeek-V3,deepseek-ai/DeepSeek-V3,True,2,SUCCESS,True,success,4,82,1190582,142008,Python,True,True,8272061,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,101550
105,https://github.com/vfsfitvnm/ViMusic,vfsfitvnm/ViMusic,True,1,SUCCESS,True,success,1,18,251483,35301,kotlin,True,True,1181632,mobile-development,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,9427
106,https://github.com/openkraken/kraken,openkraken/kraken,True,2,FAIL,False,failure,6,149,3505896,309955,cpp,False,,9747915,mobile-development,cmake,semi_automated,cross_platform_generic,explicit_loose,multi_layer_toolchains,repro_ready,4947
107,https://github.com/iSoron/uhabits,iSoron/uhabits,True,1,SUCCESS,True,success,2,37,720026,71437,kotlin,True,True,3499421,mobile-development,gradle,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,no_ci_manual_only,9604
108,https://github.com/PhilJay/MPAndroidChart,PhilJay/MPAndroidChart,True,1,SUCCESS,True,success,2,36,540415,68854,Java,True,True,2437367,mobile-development,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only,38222
109,https://github.com/koral--/android-gif-drawable,koral--/android-gif-drawable,True,1,SUCCESS,True,success,2,23,648256,43155,kotlin,True,True,1484284,mobile-development,gradle,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,repro_ready,9656
110,https://github.com/FormidableLabs/victory-native,FormidableLabs/victory-native,True,1,SUCCESS,True,success,1,10,160528,17896,typescript,True,True,934885,mobile-development,yarn,semi_automated,cross_platform_generic,explicit_machine_readable,mixed_languages_and_bindings,repro_ready,1998
111,https://github.com/mastodon/mastodon-android,mastodon/mastodon-android,True,1,SUCCESS,True,success,1,3,54602,11268,Java,True,True,234769,mobile-development,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready,1980
112,https://github.com/GcsSloop/rclayout,GcsSloop/rclayout,True,1,SUCCESS,True,success,2,29,719906,67085,Java,True,True,1663571,mobile-development,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only,1987
113,https://github.com/hyperoslo/ImagePicker,hyperoslo/ImagePicker,True,1,SUCCESS,True,success,2,26,340154,29403,swift,True,True,1233384,mobile-development,swiftpm,semi_automated,specific_os,explicit_loose,multi_layer_toolchains,no_ci_manual_only,4902
114,https://github.com/react-native-config/react-native-config,react-native-config/react-native-config,True,1,SUCCESS,True,success,1,12,159186,18387,javascript,True,True,815489,mobile-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready,4947
